SOURCE_ENTITY_CODE;RELATIONSHIP_TYPE;TARGET_ENTITY_CODE;RELATIONSHIP_DOMAIN;RELATIONSHIP_ROLE;VALID_FROM;VALID_TO;IS_PRIMARY;VALIDATION_STATUS;SOURCE_NOTE
ESWATINI;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ESWATINI;USES_CURRENCY;SZL;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ESWATINI;USES_MARKET_SCOPE;ESWATINI;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ESWATINI;BELONGS_TO_MONETARY_ZONE;CMA;MONETARY;PRIMARY_MONETARY_ZONE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ESWATINI;USES_REFERENCE_CURRENCY;ZAR;CURRENCY;REFERENCE_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
SEYCHELLES;BELONGS_TO_REGION;AFRICA_EST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
SEYCHELLES;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
SEYCHELLES;USES_CURRENCY;SCR;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
SEYCHELLES;USES_MARKET_SCOPE;SEYCHELLES;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;BELONGS_TO_REGION;AFRICA_CENTRALE;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;USES_CURRENCY;XAF;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;USES_MARKET_SCOPE;CEMAC;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;BELONGS_TO_MONETARY_ZONE;CEMAC;MONETARY;PRIMARY_MONETARY_ZONE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;USES_CENTRAL_BANK;BEAC;INSTITUTION;CENTRAL_BANK;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TCHAD;USES_COMMON_EXCHANGE;BVMAC;MARKET;COMMON_EXCHANGE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;BELONGS_TO_REGION;AFRICA_OUEST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;USES_CURRENCY;XOF;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;USES_MARKET_SCOPE;UEMOA;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;BELONGS_TO_MONETARY_ZONE;UEMOA;MONETARY;PRIMARY_MONETARY_ZONE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;USES_CENTRAL_BANK;BCEAO;INSTITUTION;CENTRAL_BANK;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TOGO;USES_COMMON_EXCHANGE;BRVM;MARKET;COMMON_EXCHANGE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TUNISIE;BELONGS_TO_REGION;AFRICA_NORD;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TUNISIE;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TUNISIE;USES_CURRENCY;TND;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TUNISIE;USES_MARKET_SCOPE;TUNISIE;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TANZANIE;BELONGS_TO_REGION;AFRICA_EST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TANZANIE;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TANZANIE;USES_CURRENCY;TZS;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
TANZANIE;USES_MARKET_SCOPE;TANZANIE;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
OUGANDA;BELONGS_TO_REGION;AFRICA_EST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
OUGANDA;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
OUGANDA;USES_CURRENCY;UGX;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
OUGANDA;USES_MARKET_SCOPE;OUGANDA;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;BELONGS_TO_REGION;AFRICA_AUSTRALE;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;USES_CURRENCY;ZAR;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;USES_MARKET_SCOPE;AFRIQUE_DU_SUD;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;BELONGS_TO_MONETARY_ZONE;CMA;MONETARY;PRIMARY_MONETARY_ZONE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
AFRIQUE_DU_SUD;USES_REFERENCE_CURRENCY;ZAR;CURRENCY;REFERENCE_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZAMBIE;BELONGS_TO_REGION;AFRICA_EST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZAMBIE;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZAMBIE;USES_CURRENCY;ZMW;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZAMBIE;USES_MARKET_SCOPE;ZAMBIE;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZIMBABWE;BELONGS_TO_REGION;AFRICA_EST;GEOGRAPHY;PRIMARY_REGION;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZIMBABWE;BELONGS_TO_CONTINENT;AFRICA;GEOGRAPHY;PRIMARY_CONTINENT;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZIMBABWE;USES_CURRENCY;ZWG;CURRENCY;LOCAL_CURRENCY;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
ZIMBABWE;USES_MARKET_SCOPE;ZIMBABWE;MARKET;PRIMARY_MARKET_SCOPE;;;1;PENDING;DERIVED_FROM_04_MATRICE_PAYS_DOMAINES
